genus,MEY11_0,MEY11_1,MEY11_2,MEY11_3,MEY11_4,MEY11_5,MEY11_6,MEY11_7,MEY11_8,MEY11_9,MEY4_0,MEY4_1,MEY4_2,MEY4_3,MEY4_4,MEY4_5,MEY4_6,MEY4_7,MEY4_8,MEY4_9,MEY7_0,MEY7_1,MEY7_2,MEY7_3,MEY7_4,MEY7_5,MEY7_6,MEY7_7,MEY7_8,MEY7_8_control,MEY7_9,MEY8_0,MEY8_1,MEY8_2,MEY8_3,MEY8_4,MEY8_5,MEY8_6,MEY8_7,MEY8_8,MEY8_9,total,superkingdom,kingdom,phylum,class,order,family,tax
Konateibacter,2446.0,936.0,1248.0,978.0,688,760.0,1578.0,902.0,1007.0,2173.0,83,40.0,109.0,73.0,54.0,33.0,14,26,37.0,35.0,188.0,133.0,210.0,179.0,96.0,145,157.0,216.0,207.0,670.0,131.0,28.0,162.0,358.0,79.0,203.0,474.0,1134.0,290.0,654.0,211.0,19145.0,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Konateibacter
Muribaculum,1215.0,450.0,2082.0,1269.0,2289,1647.0,707.0,875.0,287.0,614.0,297,49.0,137.0,74.0,87.0,77.0,84,96,240.0,44.0,179.0,53.0,47.0,131.0,82.0,102,28.0,229.0,55.0,162.0,164.0,171.0,29.0,143.0,83.0,696.0,282.0,775.0,1084.0,597.0,1169.0,18881.0,Bacteria,none,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Bacteria;none;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Muribaculum
Bilifractor,1343.0,980.0,563.0,958.0,755,785.0,2848.0,1219.0,931.0,1415.0,22,50.0,168.0,117.0,218.0,92.0,95,80,121.0,104.0,88.0,114.0,96.0,129.0,114.0,86,129.0,159.0,118.0,400.0,108.0,140.0,187.0,125.0,177.0,822.0,321.0,675.0,459.0,830.0,736.0,18877.0,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Bilifractor
Oscillibacter,812.0,961.0,1126.0,914.0,1586,894.0,1280.0,993.0,723.0,1548.0,25,48.0,188.0,96.0,83.0,100.0,107,99,259.0,170.0,150.0,355.0,212.0,266.0,145.0,88,105.0,127.0,105.0,348.0,101.0,370.0,130.0,72.0,95.0,662.0,390.0,896.0,571.0,766.0,773.0,18739.0,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Oscillibacter
Faecalicatena,907.0,838.0,1120.0,1196.0,1179,417.0,589.0,842.0,780.0,1307.0,113,165.0,262.0,187.0,200.0,100.0,134,140,127.0,142.0,79.0,104.0,151.0,192.0,165.0,161,157.0,221.0,184.0,588.0,116.0,135.0,104.0,247.0,186.0,721.0,520.0,1146.0,1122.0,638.0,981.0,18663.0,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Faecalicatena
Porcincola,2136.0,1700.0,993.0,997.0,1015,702.0,1207.0,648.0,1758.0,1628.0,20,44.0,56.0,32.0,29.0,19.0,25,58,56.0,67.0,59.0,92.0,126.0,134.0,100.0,96,98.0,159.0,216.0,467.0,113.0,105.0,139.0,147.0,152.0,525.0,232.0,600.0,499.0,437.0,880.0,18566.0,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Porcincola
Qiania,1132.0,795.0,685.0,1101.0,1420,598.0,786.0,922.0,1257.0,2102.0,42,106.0,172.0,91.0,190.0,171.0,151,158,139.0,187.0,123.0,162.0,204.0,189.0,132.0,96,167.0,186.0,200.0,611.0,156.0,87.0,97.0,182.0,137.0,833.0,414.0,463.0,427.0,591.0,782.0,18444.0,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Qiania
Lachnobacterium,1051.0,858.0,287.0,498.0,954,649.0,1129.0,951.0,1139.0,2002.0,26,199.0,338.0,178.0,701.0,512.0,601,364,504.0,901.0,68.0,59.0,118.0,104.0,50.0,97,148.0,125.0,161.0,375.0,143.0,109.0,148.0,147.0,113.0,499.0,173.0,296.0,303.0,433.0,546.0,18057.0,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Lachnobacterium
Mucispirillum,665.0,818.0,2560.0,1437.0,726,725.0,781.0,757.0,876.0,1089.0,36,40.0,160.0,109.0,79.0,47.0,201,131,172.0,202.0,42.0,320.0,537.0,238.0,154.0,116,75.0,73.0,55.0,144.0,75.0,71.0,173.0,177.0,155.0,704.0,325.0,697.0,448.0,547.0,963.0,17700.0,Bacteria,none,Deferribacteres,Deferribacteres,Deferribacterales,Mucispirillaceae,Bacteria;none;Deferribacteres;Deferribacteres;Deferribacterales;Mucispirillaceae;Mucispirillum
Diplocloster,604.0,743.0,1061.0,1173.0,685,512.0,730.0,574.0,1320.0,1967.0,27,262.0,183.0,235.0,405.0,181.0,250,279,302.0,382.0,72.0,143.0,143.0,168.0,64.0,102,97.0,116.0,125.0,289.0,130.0,130.0,176.0,179.0,145.0,759.0,303.0,592.0,560.0,547.0,596.0,17311.0,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Diplocloster
Jingyaoa,625.0,671.0,718.0,1451.0,972,399.0,366.0,670.0,1789.0,1893.0,50,140.0,183.0,55.0,148.0,93.0,111,66,108.0,182.0,74.0,93.0,106.0,90.0,58.0,89,75.0,156.0,102.0,261.0,60.0,172.0,178.0,184.0,209.0,1412.0,330.0,487.0,806.0,693.0,936.0,17261.0,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Jingyaoa
Pusillibacter,1083.0,707.0,1927.0,1332.0,1904,1130.0,1346.0,878.0,747.0,1272.0,1,12.0,38.0,34.0,44.0,25.0,21,35,53.0,52.0,97.0,184.0,106.0,182.0,85.0,100,100.0,178.0,81.0,241.0,131.0,251.0,75.0,45.0,41.0,401.0,146.0,305.0,274.0,501.0,587.0,16752.0,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Pusillibacter
Butyricicoccus,678.0,737.0,1312.0,974.0,1544,391.0,1194.0,1077.0,799.0,1255.0,16,74.0,186.0,135.0,186.0,112.0,173,139,110.0,137.0,52.0,160.0,93.0,124.0,112.0,91,152.0,107.0,169.0,486.0,114.0,116.0,188.0,177.0,97.0,311.0,394.0,595.0,401.0,735.0,368.0,16271.0,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Butyricicoccus
Suipraeoptans,602.0,582.0,719.0,1089.0,694,377.0,425.0,621.0,899.0,1121.0,6,21.0,85.0,62.0,116.0,96.0,118,126,127.0,127.0,53.0,116.0,111.0,185.0,66.0,83,127.0,166.0,139.0,403.0,106.0,76.0,128.0,261.0,201.0,1079.0,409.0,489.0,809.0,1270.0,1570.0,15860.0,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Suipraeoptans
Novisyntrophococcus,854.0,654.0,662.0,849.0,1188,752.0,1531.0,855.0,1201.0,1250.0,18,69.0,118.0,41.0,147.0,135.0,162,117,94.0,123.0,42.0,83.0,93.0,93.0,90.0,73,78.0,87.0,120.0,257.0,56.0,49.0,68.0,121.0,89.0,626.0,220.0,420.0,707.0,932.0,671.0,15795.0,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Novisyntrophococcus
Catonella,523.0,1776.0,242.0,189.0,407,308.0,1815.0,649.0,251.0,467.0,0,42.0,84.0,0.0,168.0,95.0,51,45,93.0,84.0,232.0,220.0,170.0,24.0,205.0,0,164.0,69.0,130.0,334.0,0.0,365.0,980.0,16.0,0.0,1393.0,60.0,1531.0,66.0,1215.0,384.0,14847.0,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Catonella
Syntrophococcus,605.0,543.0,619.0,595.0,543,258.0,502.0,552.0,481.0,648.0,53,86.0,370.0,161.0,192.0,163.0,175,176,207.0,315.0,34.0,103.0,94.0,81.0,52.0,46,52.0,53.0,48.0,178.0,31.0,170.0,243.0,540.0,341.0,1090.0,935.0,1022.0,381.0,553.0,734.0,14025.0,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Syntrophococcus
Stomatobaculum,839.0,1216.0,1263.0,1094.0,1625,497.0,2388.0,725.0,443.0,695.0,1,7.0,21.0,42.0,98.0,45.0,20,43,78.0,42.0,25.0,68.0,74.0,52.0,62.0,68,90.0,118.0,80.0,238.0,58.0,55.0,67.0,65.0,82.0,488.0,178.0,257.0,133.0,162.0,97.0,13699.0,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Stomatobaculum
Pseudobutyrivibrio,650.0,600.0,846.0,872.0,1078,296.0,537.0,569.0,608.0,937.0,15,43.0,88.0,26.0,63.0,40.0,62,64,53.0,75.0,64.0,57.0,37.0,82.0,68.0,33,68.0,123.0,77.0,248.0,61.0,63.0,61.0,84.0,60.0,585.0,185.0,342.0,295.0,561.0,834.0,11510.0,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Pseudobutyrivibrio
Johnsonella,600.0,426.0,520.0,814.0,592,337.0,390.0,572.0,764.0,744.0,45,48.0,204.0,78.0,91.0,93.0,84,62,44.0,105.0,42.0,64.0,80.0,66.0,26.0,37,51.0,76.0,86.0,292.0,67.0,48.0,86.0,375.0,108.0,655.0,551.0,997.0,230.0,351.0,418.0,11319.0,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Johnsonella
Monoglobus,359.0,540.0,381.0,1584.0,404,262.0,513.0,680.0,340.0,891.0,137,48.0,77.0,35.0,80.0,32.0,56,72,75.0,77.0,107.0,75.0,63.0,73.0,107.0,77,54.0,88.0,98.0,287.0,172.0,130.0,56.0,56.0,103.0,331.0,232.0,747.0,195.0,843.0,675.0,11212.0,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Monoglobus
Heminiphilus,690.0,343.0,1359.0,920.0,1560,578.0,425.0,390.0,275.0,472.0,110,22.0,32.0,39.0,53.0,13.0,37,62,166.0,51.0,125.0,12.0,14.0,17.0,37.0,37,10.0,55.0,19.0,50.0,43.0,88.0,14.0,38.0,58.0,335.0,70.0,481.0,525.0,376.0,853.0,10854.0,Bacteria,none,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Bacteria;none;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Heminiphilus
Butyribacter,442.0,522.0,348.0,450.0,465,219.0,348.0,346.0,718.0,1153.0,26,74.0,166.0,31.0,61.0,33.0,44,33,36.0,129.0,58.0,134.0,88.0,106.0,96.0,46,35.0,115.0,43.0,140.0,38.0,149.0,112.0,113.0,137.0,1017.0,160.0,367.0,684.0,595.0,868.0,10745.0,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Butyribacter
Vescimonas,412.0,529.0,507.0,464.0,602,366.0,756.0,920.0,682.0,1168.0,15,7.0,28.0,20.0,46.0,29.0,31,78,112.0,76.0,63.0,143.0,122.0,148.0,79.0,47,61.0,64.0,46.0,196.0,56.0,132.0,79.0,76.0,62.0,343.0,182.0,556.0,262.0,394.0,498.0,10457.0,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Vescimonas
Oliverpabstia,941.0,424.0,418.0,402.0,1288,308.0,513.0,466.0,1723.0,441.0,74,17.0,59.0,7.0,46.0,55.0,16,34,41.0,102.0,42.0,53.0,31.0,33.0,32.0,42,38.0,120.0,49.0,283.0,7.0,71.0,46.0,57.0,41.0,246.0,162.0,204.0,102.0,278.0,993.0,10305.0,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Oliverpabstia
Velocimicrobium,500.0,247.0,199.0,325.0,821,324.0,969.0,388.0,696.0,1249.0,34,197.0,342.0,136.0,562.0,491.0,521,354,505.0,767.0,4.0,29.0,25.0,33.0,23.0,39,20.0,14.0,26.0,51.0,14.0,38.0,18.0,22.0,9.0,46.0,17.0,47.0,48.0,45.0,70.0,10265.0,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Velocimicrobium
Lachnospira,334.0,221.0,319.0,315.0,414,211.0,1338.0,1284.0,266.0,1457.0,10,15.0,36.0,82.0,121.0,89.0,50,125,102.0,131.0,158.0,67.0,59.0,89.0,126.0,82,71.0,87.0,76.0,287.0,70.0,39.0,46.0,87.0,61.0,252.0,99.0,188.0,246.0,417.0,553.0,10080.0,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Lachnospira
Eubacteriales_Incertae_sedis_Incertae_sedis,300.0,423.0,155.0,341.0,214,111.0,168.0,195.0,915.0,1185.0,19,71.0,189.0,16.0,24.0,12.0,22,18,14.0,98.0,17.0,32.0,44.0,29.0,67.0,22,26.0,133.0,50.0,145.0,28.0,119.0,60.0,95.0,159.0,1131.0,166.0,360.0,798.0,510.0,1000.0,9481.0,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Eubacteriales_Incertae_sedis,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Eubacteriales_Incertae_sedis;Eubacteriales_Incertae_sedis_Incertae_sedis
Pseudoclostridium,153.0,421.0,85.0,1120.0,42,257.0,350.0,349.0,239.0,429.0,166,52.0,48.0,35.0,59.0,31.0,49,43,73.0,49.0,110.0,43.0,25.0,56.0,92.0,67,32.0,100.0,80.0,218.0,178.0,142.0,38.0,82.0,146.0,512.0,200.0,990.0,170.0,888.0,834.0,9053.0,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Pseudoclostridium
Fastidiosipila,554.0,445.0,461.0,579.0,610,251.0,500.0,516.0,419.0,696.0,40,27.0,61.0,26.0,46.0,27.0,42,44,44.0,72.0,111.0,63.0,56.0,63.0,96.0,66,63.0,84.0,67.0,179.0,51.0,86.0,74.0,49.0,53.0,401.0,151.0,440.0,214.0,505.0,574.0,8906.0,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Fastidiosipila
Oribacterium,370.0,346.0,330.0,572.0,568,171.0,315.0,369.0,498.0,653.0,33,91.0,154.0,46.0,125.0,62.0,95,99,102.0,157.0,39.0,51.0,46.0,82.0,58.0,52,47.0,101.0,61.0,171.0,42.0,79.0,116.0,113.0,111.0,753.0,158.0,158.0,404.0,476.0,495.0,8769.0,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Oribacterium
Pseudoflavonifractor,515.0,317.0,523.0,449.0,643,363.0,481.0,602.0,400.0,667.0,8,86.0,221.0,33.0,48.0,28.0,45,57,53.0,49.0,47.0,49.0,66.0,54.0,33.0,48,62.0,86.0,91.0,249.0,69.0,82.0,93.0,53.0,60.0,477.0,161.0,449.0,171.0,298.0,438.0,8724.0,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Pseudoflavonifractor
Gluceribacter,199.0,344.0,87.0,332.0,259,55.0,157.0,238.0,923.0,1310.0,24,87.0,222.0,6.0,27.0,13.0,36,23,34.0,118.0,3.0,9.0,31.0,27.0,49.0,21,11.0,118.0,13.0,41.0,9.0,144.0,14.0,12.0,175.0,1196.0,51.0,99.0,799.0,395.0,985.0,8696.0,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Gluceribacter
Mobilisporobacter,616.0,492.0,353.0,472.0,550,227.0,548.0,423.0,545.0,727.0,14,54.0,98.0,41.0,62.0,52.0,62,56,71.0,79.0,36.0,69.0,55.0,72.0,48.0,41,68.0,90.0,80.0,251.0,50.0,63.0,121.0,87.0,63.0,289.0,161.0,351.0,190.0,375.0,342.0,8444.0,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Mobilisporobacter
Tyzzerella,365.0,316.0,412.0,331.0,419,235.0,251.0,255.0,268.0,427.0,21,20.0,59.0,24.0,43.0,42.0,46,50,61.0,54.0,102.0,89.0,100.0,148.0,140.0,118,95.0,193.0,162.0,488.0,48.0,146.0,108.0,83.0,35.0,727.0,194.0,582.0,259.0,149.0,432.0,8097.0,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Tyzzerella
Parasporobacterium,734.0,373.0,434.0,357.0,422,356.0,834.0,472.0,335.0,618.0,40,24.0,60.0,52.0,102.0,64.0,56,54,75.0,82.0,51.0,37.0,53.0,65.0,47.0,53,52.0,86.0,111.0,268.0,64.0,36.0,76.0,103.0,32.0,284.0,123.0,338.0,93.0,256.0,243.0,8015.0,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Parasporobacterium
Oscillospiraceae_Incertae_sedis,163.2,192.33333333333334,271.0,248.66666666666666,281,119.83333333333333,165.5,462.3333333333333,540.3333333333334,1123.0,12,61.6,66.8,90.33333333333333,35.0,50.5,71,119,81.66666666666667,84.8,37.8,20.0,14.0,17.4,15.0,18,11.8,14.6,15.0,41.166666666666664,15.0,46.2,48.2,32.833333333333336,31.8,404.5,246.2,489.8333333333333,431.5,600.1666666666666,1107.6666666666667,7898.5666666666675,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Oscillospiraceae_Incertae_sedis
Ructibacterium,171.0,406.0,110.0,1290.0,122,335.0,444.0,414.0,227.0,433.0,89,23.0,44.0,6.0,39.0,15.0,33,30,50.0,37.0,100.0,77.0,31.0,61.0,120.0,39,30.0,77.0,55.0,141.0,118.0,72.0,33.0,69.0,77.0,321.0,155.0,580.0,76.0,644.0,382.0,7576.0,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Ructibacterium
Agathobaculum,349.0,536.0,1112.0,748.0,999,189.0,360.0,407.0,420.0,649.0,10,31.0,71.0,22.0,102.0,67.0,50,85,69.0,70.0,11.0,21.0,19.0,12.0,13.0,15,15.0,13.0,6.0,31.0,4.0,33.0,46.0,4.0,17.0,105.0,24.0,95.0,115.0,509.0,104.0,7558.0,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Agathobaculum
Anaerotaenia,322.0,149.0,67.0,169.0,277,272.0,936.0,751.0,500.0,1156.0,14,52.0,47.0,72.0,74.0,89.0,146,171,123.0,251.0,147.0,49.0,35.0,53.0,106.0,49,39.0,76.0,77.0,204.0,49.0,18.0,10.0,30.0,25.0,139.0,50.0,89.0,115.0,121.0,162.0,7281.0,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Anaerotaenia
Wujia,1212.0,272.0,217.0,344.0,379,492.0,532.0,422.0,400.0,453.0,6,17.0,41.0,9.0,21.0,22.0,22,30,19.0,38.0,30.0,24.0,25.0,42.0,28.0,40,45.0,67.0,77.0,167.0,23.0,24.0,20.0,50.0,45.0,220.0,90.0,145.0,158.0,201.0,262.0,6731.0,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Wujia
Bacteroides,271.0,100.0,432.0,304.0,535,343.0,170.0,207.0,72.0,148.0,87,6.0,18.0,7.0,10.0,9.0,10,5,52.0,15.0,102.0,18.0,11.0,45.0,44.0,60,20.0,98.0,19.0,58.0,48.0,102.0,13.0,56.0,50.0,493.0,163.0,452.0,640.0,500.0,868.0,6661.0,Bacteria,none,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteria;none;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Robinsoniella,607.0,276.0,142.0,189.0,192,296.0,1058.0,549.0,309.0,507.0,10,22.0,46.0,35.0,78.0,37.0,15,20,42.0,31.0,35.0,39.0,34.0,33.0,28.0,33,29.0,55.0,48.0,137.0,40.0,49.0,58.0,25.0,33.0,253.0,95.0,178.0,86.0,173.0,298.0,6220.0,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Robinsoniella
Odoribacter,313.0,145.0,669.0,446.0,1122,502.0,288.0,392.0,135.0,373.0,13,2.0,7.0,3.0,4.0,3.0,4,7,11.0,1.0,96.0,48.0,26.0,37.0,30.0,36,17.0,56.0,22.0,52.0,33.0,56.0,3.0,38.0,19.0,220.0,85.0,261.0,188.0,92.0,242.0,6097.0,Bacteria,none,Bacteroidota,Bacteroidia,Bacteroidales,Odoribacteraceae,Bacteria;none;Bacteroidota;Bacteroidia;Bacteroidales;Odoribacteraceae;Odoribacter
Petroclostridium,684.0,604.0,1203.0,880.0,1344,220.0,32.0,162.0,28.0,50.0,2,1.0,0.0,1.0,0.0,0.0,1,0,0.0,0.0,7.0,1.0,3.0,2.0,4.0,3,5.0,2.0,3.0,7.0,1.0,15.0,3.0,23.0,30.0,333.0,40.0,124.0,20.0,76.0,124.0,6038.0,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Petroclostridium
Anaerotruncus,598.0,225.0,501.0,303.0,748,273.0,148.0,352.0,231.0,314.0,2,10.0,14.0,10.0,24.0,13.0,36,43,46.0,55.0,24.0,20.0,36.0,29.0,20.0,20,24.0,27.0,17.0,69.0,14.0,33.0,66.0,35.0,40.0,210.0,109.0,172.0,254.0,215.0,175.0,5555.0,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Anaerotruncus
Mobilitalea,240.0,301.0,364.0,356.0,455,226.0,1803.0,574.0,113.0,355.0,0,6.0,24.0,46.0,129.0,49.0,0,7,39.0,4.0,1.0,5.0,1.0,10.0,3.0,2,3.0,1.0,3.0,6.0,5.0,13.0,10.0,16.0,10.0,140.0,32.0,30.0,16.0,22.0,54.0,5474.0,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Mobilitalea
Lacrimispora,297.0,287.0,273.0,330.0,330,160.0,489.0,327.0,332.0,477.0,14,29.0,41.0,34.0,79.0,34.0,51,38,39.0,59.0,29.0,27.0,26.0,46.0,27.0,35,34.0,33.0,34.0,121.0,32.0,23.0,31.0,41.0,54.0,252.0,80.0,145.0,168.0,201.0,262.0,5421.0,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Lacrimispora
Sporobacterium,341.0,163.0,197.0,237.0,370,155.0,274.0,203.0,329.0,312.0,9,16.0,34.0,12.0,31.0,18.0,26,42,53.0,77.0,25.0,18.0,34.0,40.0,19.0,25,30.0,44.0,41.0,94.0,23.0,64.0,103.0,67.0,44.0,321.0,133.0,130.0,159.0,351.0,374.0,5038.0,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Sporobacterium
Hydrogenoanaerobacterium,343.0,317.0,324.0,333.0,149,131.0,281.0,161.0,191.0,376.0,14,8.0,21.0,21.0,20.0,11.0,13,16,13.0,22.0,11.0,12.0,10.0,20.0,37.0,26,57.0,66.0,41.0,120.0,29.0,37.0,14.0,41.0,46.0,278.0,95.0,354.0,171.0,254.0,344.0,4828.0,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Hydrogenoanaerobacterium
Faecalimonas,28.0,79.0,35.0,50.0,32,139.0,1854.0,537.0,121.0,363.0,0,13.0,39.0,60.0,108.0,49.0,2,9,53.0,28.0,6.0,11.0,27.0,19.0,17.0,4,2.0,15.0,11.0,35.0,7.0,30.0,21.0,26.0,55.0,309.0,78.0,61.0,148.0,86.0,183.0,4750.0,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Faecalimonas
Bariatricus,233.0,192.0,104.0,218.0,205,118.0,221.0,492.0,283.0,864.0,7,26.0,34.0,49.0,23.0,35.0,20,64,59.0,75.0,77.0,34.0,16.0,28.0,47.0,43,50.0,30.0,57.0,144.0,30.0,35.0,39.0,36.0,12.0,141.0,72.0,113.0,130.0,147.0,139.0,4742.0,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Bariatricus
