species,MEO10_0,MEO10_6,MEO11_0,MEO11_6,MEO12_0,MEO12_6,MEO13_0,MEO13_6,MEO14_0,MEO14_6,MEO15_0,MEO15_6,MEO16_0,MEO16_6,MEO17_0,MEO17_6,MEO18_0,MEO18_6,MEO19_0,MEO19_6,MEO1_0,MEO1_7,MEO20_0,MEO20_6,MEO2_0,MEO2_7,MEO3_0,MEO3_7,MEO4_0,MEO4_7,MEO5_0,MEO5_7,MEO6_0,MEO6_7,MEO7_0,MEO7_6,MEO9_0,MEO9_6,MEY10_0,MEY10_6,MEY12_0,MEY12_6,MEY13_0,MEY13_6,MEY14_0,MEY14_6,MEY15_0,MEY15_cntrl,MEY16_0,MEY16_6,MEY17_0,MEY17_6,MEY18_0,MEY18_6,MEY19_0,MEY19_6,MEY1_0,MEY1_6,MEY20_0,MEY20_6,MEY21_0,MEY21_6,MEY22_0,MEY22_6,MEY23_0,MEY23_6,MEY24_0,MEY24_6,MEY2_0,MEY2_6,MEY3_0,MEY3_6,MEY5_0,MEY5_6,MEY6_0,MEY6_6,MEY9_0,MEY9_6,total,superkingdom,kingdom,phylum,class,order,family,genus,tax
Paramaledivibacter caminithermalis,0,0,0,0,0,1,0,0,0,1,2,0,1,1,2,0,0,1,1,0,1,0,2,2,1,0,1,1,1,1,0,2,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,4,0,0,1,0,3,1,0,0,1,0,1,0,1,1,2,46,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Paramaledivibacter,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Paramaledivibacter;Paramaledivibacter caminithermalis
Proteiniclasticum sediminis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Proteiniclasticum,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Proteiniclasticum;Proteiniclasticum sediminis
Salimesophilobacter vulgaris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Salimesophilobacter,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Salimesophilobacter;Salimesophilobacter vulgaris
Sarcina ventriculi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Sarcina,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Sarcina;Sarcina ventriculi
Senegalia massiliensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,15,23,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,53,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Senegalia,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Senegalia;Senegalia massiliensis
Serpentinicella alkaliphila,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,14,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Serpentinicella,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Serpentinicella;Serpentinicella alkaliphila
Thermotalea metallivorans,0,2,0,0,0,3,0,1,0,0,0,7,0,8,3,2,7,0,3,3,0,0,1,2,0,0,2,0,0,0,2,0,2,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,3,0,1,2,2,2,0,0,7,1,5,8,1,4,0,0,0,0,0,0,0,0,0,0,105,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Thermotalea,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Thermotalea;Thermotalea metallivorans
Tindallia californiensis,0,0,0,0,0,1,1,0,0,0,0,0,4,2,0,0,0,0,0,2,0,28,18,4,0,0,0,2,5,10,2,2,1,0,1,0,0,0,0,0,0,1,1,1,0,0,2,0,0,0,2,0,0,1,0,1,25,10,0,0,0,0,1,2,0,1,0,3,7,0,2,3,6,1,9,2,0,6,170,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Tindallia,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Tindallia;Tindallia californiensis
Tindallia magadiensis,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,14,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Tindallia,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Tindallia;Tindallia magadiensis
Tindallia texcoconensis,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,3,9,35,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Tindallia,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Tindallia;Tindallia texcoconensis
Wukongibacter baidiensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Wukongibacter,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Wukongibacter;Wukongibacter baidiensis
Youngiibacter fragilis,10,29,7,19,24,56,49,47,164,28,9,72,97,106,94,18,210,47,35,41,232,347,50,126,127,242,138,192,153,62,257,132,180,108,44,77,80,108,31,47,18,15,10,33,13,87,33,0,28,38,60,32,58,105,19,142,133,53,59,34,0,98,520,87,340,258,87,329,132,104,0,117,16,70,23,172,205,792,8215,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Youngiibacter,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Youngiibacter;Youngiibacter fragilis
Carboxydocella manganica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Clostridiales Family XVI. Incertae Sedis,Carboxydocella,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Clostridiales Family XVI. Incertae Sedis;Carboxydocella;Carboxydocella manganica
Carboxydocella sporoproducens,5,3,0,3,4,2,9,3,7,4,2,6,6,5,2,4,4,2,5,9,8,5,21,27,4,7,12,7,21,11,13,6,24,17,3,4,8,14,5,5,2,9,9,4,11,8,8,0,6,4,5,3,11,16,2,13,17,19,14,2,0,13,69,5,13,23,3,19,11,5,12,13,1,4,1,5,12,28,707,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Clostridiales Family XVI. Incertae Sedis,Carboxydocella,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Clostridiales Family XVI. Incertae Sedis;Carboxydocella;Carboxydocella sporoproducens
Carboxydocella thermautotrophica,0,0,1,2,3,0,1,1,11,10,0,1,3,2,1,1,1,1,2,8,0,2,1,1,0,1,0,1,1,0,0,1,2,2,0,1,0,0,0,0,1,1,1,0,0,2,0,0,0,0,6,0,3,1,2,1,0,1,0,2,0,3,6,4,1,2,2,2,0,1,1,2,1,0,1,1,1,6,117,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Clostridiales Family XVI. Incertae Sedis,Carboxydocella,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Clostridiales Family XVI. Incertae Sedis;Carboxydocella;Carboxydocella thermautotrophica
Sulfobacillus acidophilus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,16,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Clostridiales Family XVII. Incertae Sedis,Sulfobacillus,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Clostridiales Family XVII. Incertae Sedis;Sulfobacillus;Sulfobacillus acidophilus
Sulfobacillus benefaciens,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,2,4,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,3,1,27,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Clostridiales Family XVII. Incertae Sedis,Sulfobacillus,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Clostridiales Family XVII. Incertae Sedis;Sulfobacillus;Sulfobacillus benefaciens
Sulfobacillus harzensis,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Clostridiales Family XVII. Incertae Sedis,Sulfobacillus,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Clostridiales Family XVII. Incertae Sedis;Sulfobacillus;Sulfobacillus harzensis
Sulfobacillus sibiricus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Clostridiales Family XVII. Incertae Sedis,Sulfobacillus,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Clostridiales Family XVII. Incertae Sedis;Sulfobacillus;Sulfobacillus sibiricus
Sulfobacillus thermotolerans,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,2,0,1,1,0,2,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,2,0,0,0,3,0,0,0,0,3,0,1,0,1,1,1,1,0,2,1,0,1,1,1,1,40,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Clostridiales Family XVII. Incertae Sedis,Sulfobacillus,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Clostridiales Family XVII. Incertae Sedis;Sulfobacillus;Sulfobacillus thermotolerans
Thermaerobacter composti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Clostridiales Family XVII. Incertae Sedis,Thermaerobacter,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Clostridiales Family XVII. Incertae Sedis;Thermaerobacter;Thermaerobacter composti
Thermaerobacter litoralis,0,0,0,1,0,1,2,1,2,2,0,2,1,1,3,2,0,1,4,2,4,4,6,4,5,9,2,1,1,0,4,7,1,2,0,2,0,3,0,2,0,0,2,0,3,1,0,0,0,2,2,2,2,5,1,2,13,5,6,1,0,2,18,1,4,2,1,8,8,5,3,2,2,2,2,3,4,8,204,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Clostridiales Family XVII. Incertae Sedis,Thermaerobacter,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Clostridiales Family XVII. Incertae Sedis;Thermaerobacter;Thermaerobacter litoralis
Thermaerobacter marianensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Clostridiales Family XVII. Incertae Sedis,Thermaerobacter,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Clostridiales Family XVII. Incertae Sedis;Thermaerobacter;Thermaerobacter marianensis
Thermaerobacter nagasakiensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Clostridiales Family XVII. Incertae Sedis,Thermaerobacter,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Clostridiales Family XVII. Incertae Sedis;Thermaerobacter;Thermaerobacter nagasakiensis
Defluviitalea phaphyphila,5,1,5,4,5,2,9,5,2,2,5,3,0,7,3,3,2,3,4,8,10,7,8,10,8,9,3,7,4,2,5,6,11,10,1,1,10,11,5,4,2,6,8,3,6,4,6,0,1,4,8,3,3,15,0,4,9,9,9,5,0,5,44,7,9,18,6,25,9,8,12,11,2,3,6,4,7,17,508,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Defluviitaleaceae,Defluviitalea,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Defluviitaleaceae;Defluviitalea;Defluviitalea phaphyphila
Defluviitalea raffinosedens,0,1,0,0,0,0,5,4,6,2,0,1,3,0,0,0,14,19,56,51,0,0,15,72,0,0,0,13,1,0,3,1,1,3,0,0,13,0,9,6,4,0,19,0,1,2,1,0,32,6,4,0,5,173,0,72,0,0,0,0,0,1,22,0,0,3,0,5,0,25,9,55,1,0,0,4,68,2,813,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Defluviitaleaceae,Defluviitalea,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Defluviitaleaceae;Defluviitalea;Defluviitalea raffinosedens
Defluviitalea saccharophila,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,3,0,3,0,8,19,0,0,2,1,0,0,0,0,0,0,0,4,0,1,0,1,1,1,2,0,1,0,1,1,0,0,1,15,0,1,3,0,2,1,0,1,12,0,2,1,0,3,0,0,1,3,0,1,0,0,0,2,105,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Defluviitaleaceae,Defluviitalea,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Defluviitaleaceae;Defluviitalea;Defluviitalea saccharophila
Desulfallas sapomandens,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,19,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Desulfallaceae,Desulfallas,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Desulfallaceae;Desulfallas;Desulfallas sapomandens
Desulfallas thermosapovorans,1,3,3,3,4,6,16,2,10,7,0,7,10,10,13,10,15,6,3,19,16,5,54,44,16,51,17,19,44,40,53,28,26,19,4,3,9,11,2,3,2,11,7,4,6,5,2,0,2,3,10,8,29,16,7,10,38,61,10,5,0,13,118,7,46,34,28,48,15,34,15,28,1,28,23,23,25,82,1416,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Desulfallaceae,Desulfallas,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Desulfallaceae;Desulfallas;Desulfallas thermosapovorans
Desulfoscipio geothermicus,0,1,0,0,1,1,1,0,1,0,0,2,2,0,0,0,1,0,1,1,2,1,3,2,0,1,1,3,2,0,6,3,6,7,1,1,3,0,0,0,0,4,1,0,0,0,7,0,0,1,2,4,1,2,0,4,8,5,0,0,0,1,8,0,1,4,1,11,6,0,13,13,0,4,0,2,0,3,160,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Desulfallaceae,Desulfoscipio,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Desulfallaceae;Desulfoscipio;Desulfoscipio geothermicus
Desulfoscipio gibsoniae,0,0,0,0,0,1,0,0,2,1,0,0,1,1,0,0,3,0,0,2,2,3,0,0,1,3,1,2,1,1,2,2,1,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,2,1,1,0,1,0,1,0,3,3,0,0,0,3,4,0,3,3,0,1,0,0,34,2,0,0,0,0,0,14,111,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Desulfallaceae,Desulfoscipio,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Desulfallaceae;Desulfoscipio;Desulfoscipio gibsoniae
Desulfotruncus alcoholivorax,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,4,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Desulfallaceae,Desulfotruncus,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Desulfallaceae;Desulfotruncus;Desulfotruncus alcoholivorax
Desulfotruncus arcticus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,11,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Desulfallaceae,Desulfotruncus,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Desulfallaceae;Desulfotruncus;Desulfotruncus arcticus
Sporotomaculum hydroxybenzoicum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,3,0,0,0,19,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Desulfallaceae,Sporotomaculum,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Desulfallaceae;Sporotomaculum;Sporotomaculum hydroxybenzoicum
Sporotomaculum syntrophicum,1,1,0,2,1,1,1,1,0,0,0,0,0,3,1,0,1,1,0,2,6,1,2,6,2,2,3,5,2,2,5,3,7,3,1,1,1,1,0,2,0,1,2,0,0,0,0,0,1,0,4,0,2,2,0,0,3,2,0,0,0,1,10,2,6,7,1,4,2,3,1,1,0,1,1,1,3,5,137,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Desulfallaceae,Sporotomaculum,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Desulfallaceae;Sporotomaculum;Sporotomaculum syntrophicum
Dehalobacter restrictus,0,2,0,0,1,5,20,0,6,4,0,0,3,4,12,6,0,0,10,15,4,1,84,17,1,1,15,20,33,42,13,9,0,1,1,2,0,0,0,0,2,2,0,4,2,1,1,0,2,3,1,1,0,2,0,7,3,0,0,0,0,1,3,0,6,26,0,3,2,0,0,2,0,0,4,4,6,6,426,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Desulfitobacteriaceae,Dehalobacter,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Desulfitobacteriaceae;Dehalobacter;Dehalobacter restrictus
Desulfitobacterium dehalogenans,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Desulfitobacteriaceae,Desulfitobacterium,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Desulfitobacteriaceae;Desulfitobacterium;Desulfitobacterium dehalogenans
Desulfitobacterium hafniense,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Desulfitobacteriaceae,Desulfitobacterium,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Desulfitobacteriaceae;Desulfitobacterium;Desulfitobacterium hafniense
Desulfitobacterium metallireducens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Desulfitobacteriaceae,Desulfitobacterium,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Desulfitobacteriaceae;Desulfitobacterium;Desulfitobacterium metallireducens
Desulfosporosinus acididurans,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,7,1,0,2,2,0,1,6,0,0,33,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Desulfitobacteriaceae,Desulfosporosinus,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Desulfitobacteriaceae;Desulfosporosinus;Desulfosporosinus acididurans
Desulfosporosinus acidiphilus,1,3,1,0,0,0,4,0,10,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,1,2,2,0,2,1,0,1,13,8,0,0,2,5,0,0,0,0,7,0,0,0,0,0,0,0,1,1,0,4,0,8,1,2,2,0,0,1,27,0,0,3,0,3,1,1,0,1,0,0,0,1,3,9,136,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Desulfitobacteriaceae,Desulfosporosinus,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Desulfitobacteriaceae;Desulfosporosinus;Desulfosporosinus acidiphilus
Desulfosporosinus auripigmenti,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,6,8,2,0,0,0,1,2,0,5,0,0,0,1,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,13,8,0,0,0,0,6,0,0,2,0,10,0,0,0,1,1,0,5,4,0,0,90,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Desulfitobacteriaceae,Desulfosporosinus,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Desulfitobacteriaceae;Desulfosporosinus;Desulfosporosinus auripigmenti
Desulfosporosinus burensis,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Desulfitobacteriaceae,Desulfosporosinus,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Desulfitobacteriaceae;Desulfosporosinus;Desulfosporosinus burensis
Desulfosporosinus fructosivorans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,15,0,29,0,0,4,0,0,0,1,0,0,3,5,0,9,85,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Desulfitobacteriaceae,Desulfosporosinus,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Desulfitobacteriaceae;Desulfosporosinus;Desulfosporosinus fructosivorans
